設立別,學程別,群科別,畢業生人數,公立大學日間部人數,公立大學進修學士班人數,私立大學日間部人數,私立大學進修學士班人數,公立二專日間部人數,公立二專進修(夜間)部人數,私立二專日間部人數,私立二專進修(夜間)部人數,警察大學人數,警察專科學校人數,軍事院校人數,赴國外_大陸就讀人數,其他學校人數,升學率,公立大學日間部比率,公立大學進修學士班比率,私立大學日間部比率,私立大學進修學士班比率,公立二專日間部比率,公立二專進修(夜間)部比率,私立二專日間部比率,私立二專進修(夜間)部比率,警察大學比率,警察專科學校比率,軍事院校比率,赴國外_大陸就讀比率,其他學校比率,農_林_漁_牧業人數,礦業及土石採取業人數,製造業人數,電力及燃氣供應業人數,用水供應及污染整治業人數,營建工程業人數,批發及零售業人數,運輸及倉儲業人數,住宿及餐飲業人數,出版影音及資通訊業人數,金融及保險業人數,不動產業人數,專業_科學及技術服務業人數,支援服務業人數,公共行政及國防；強制性社會安全人數,教育業人數,醫療保健及社會工作服務業人數,藝術_娛樂及休閒服務業人數,其他服務業人數,就業率,農_林_漁_牧業比率,礦業及土石採取業比率,製造業比率,電力及燃氣供應業比率,用水供應及污染整治業比率,營建工程業比率,批發及零售業比率,運輸及倉儲業比率,住宿及餐飲業比率,出版影音及資通訊業比率,金融及保險業比率,不動產業比率,專業_科學及技術服務業比率,支援服務業比率,公共行政及國防；強制性社會安全比率,教育業比率,醫療保健及社會工作服務業比率,藝術_娛樂及休閒服務業比率,其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
縣市立, 進修部,動力機械群,131,5,2,23,33,0,0,1,1,1,1,2,0,0,52.67,3.82,1.53,17.56,25.19,0.0,0.0,0.76,0.76,0.76,0.76,1.53,0.0,0.0,1,0,5,0,0,4,3,1,6,0,0,0,16,2,0,0,1,5,1,34.35,0.76,0.0,3.82,0.0,0.0,3.05,2.29,0.76,4.58,0.0,0.0,0.0,12.21,1.53,0.0,0.0,0.76,3.82,0.76,0,15,0,0,1,0,0,0.0,11.45,0.0,0.0,0.76,0.0,0.0
縣市立, 進修部,電機與電子群,203,6,15,32,41,1,0,3,0,0,1,3,0,0,50.25,2.96,7.39,15.76,20.2,0.49,0.0,1.48,0.0,0.0,0.49,1.48,0.0,0.0,1,0,7,4,0,5,9,2,10,0,0,0,7,2,1,0,0,8,2,28.57,0.49,0.0,3.45,1.97,0.0,2.46,4.43,0.99,4.93,0.0,0.0,0.0,3.45,0.99,0.49,0.0,0.0,3.94,0.99,2,10,15,1,0,0,10,0.99,4.93,7.39,0.49,0.0,0.0,4.93
縣市立, 進修部,化工群,21,1,3,1,3,0,0,0,0,0,0,0,0,0,38.1,4.76,14.29,4.76,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,5,0,0,0,0,1,0,0,0,2,0,47.62,0.0,0.0,4.76,0.0,0.0,0.0,4.76,0.0,23.81,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,9.52,0.0,0,0,3,0,0,0,0,0.0,0.0,14.29,0.0,0.0,0.0,0.0
縣市立, 進修部,土木與建築群,39,4,4,7,11,0,0,0,0,0,0,0,0,0,66.67,10.26,10.26,17.95,28.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,2,1,1,0,0,0,2,0,1,0,0,1,0,30.77,0.0,0.0,0.0,0.0,0.0,10.26,5.13,2.56,2.56,0.0,0.0,0.0,5.13,0.0,2.56,0.0,0.0,2.56,0.0,0,1,0,0,0,0,0,0.0,2.56,0.0,0.0,0.0,0.0,0.0
縣市立, 進修部,商業與管理群,266,25,44,59,40,2,3,0,0,0,0,2,0,0,65.79,9.4,16.54,22.18,15.04,0.75,1.13,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1,0,9,1,0,4,10,4,15,0,4,2,3,1,2,1,0,6,10,27.44,0.38,0.0,3.38,0.38,0.0,1.5,3.76,1.5,5.64,0.0,1.5,0.75,1.13,0.38,0.75,0.38,0.0,2.26,3.76,0,4,8,1,2,0,1,0.0,1.5,3.01,0.38,0.75,0.0,0.38
縣市立, 進修部,外語群,22,4,0,14,0,0,0,0,0,0,0,0,0,0,81.82,18.18,0.0,63.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立, 進修部,設計群,54,3,3,18,3,0,0,0,0,0,0,0,0,0,50.0,5.56,5.56,33.33,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,2,1,3,0,0,0,1,1,0,0,0,5,3,31.48,0.0,0.0,0.0,1.85,0.0,0.0,3.7,1.85,5.56,0.0,0.0,0.0,1.85,1.85,0.0,0.0,0.0,9.26,5.56,2,2,3,0,0,1,2,3.7,3.7,5.56,0.0,0.0,1.85,3.7
縣市立, 進修部,食品群,30,0,2,4,0,0,0,0,0,0,0,0,0,0,20.0,0.0,6.67,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,0,0,1,2,0,6,0,1,1,0,2,0,0,2,2,0,73.33,6.67,3.33,6.67,0.0,0.0,3.33,6.67,0.0,20.0,0.0,3.33,3.33,0.0,6.67,0.0,0.0,6.67,6.67,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.67
縣市立, 進修部,家政群,7,0,0,1,5,0,0,0,0,0,0,0,0,0,85.71,0.0,0.0,14.29,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立, 進修部,餐旅群,26,0,0,12,1,0,3,0,0,0,0,0,0,0,61.54,0.0,0.0,46.15,3.85,0.0,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,2,0,0,38.46,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,19.23,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
私立, 專業群科,機械群,1312,188,77,601,89,6,2,0,3,0,0,16,0,1,74.92,14.33,5.87,45.81,6.78,0.46,0.15,0.0,0.23,0.0,0.0,1.22,0.0,0.08,4,2,105,1,2,57,14,3,16,0,0,0,10,10,41,0,0,0,5,20.58,0.3,0.15,8.0,0.08,0.15,4.34,1.07,0.23,1.22,0.0,0.0,0.0,0.76,0.76,3.13,0.0,0.0,0.0,0.38,2,12,28,6,2,1,6,0.15,0.91,2.13,0.46,0.15,0.08,0.46
私立, 專業群科,動力機械群,3020,141,67,1214,332,27,0,1,4,0,2,66,0,0,61.39,4.67,2.22,40.2,10.99,0.89,0.0,0.03,0.13,0.0,0.07,2.19,0.0,0.0,26,4,164,7,17,59,39,61,69,0,0,0,187,20,188,0,2,10,56,30.1,0.86,0.13,5.43,0.23,0.56,1.95,1.29,2.02,2.28,0.0,0.0,0.0,6.19,0.66,6.23,0.0,0.07,0.33,1.85,14,78,125,13,2,0,9,0.46,2.58,4.14,0.43,0.07,0.0,0.3
私立, 專業群科,電機與電子群,5356,859,216,2809,435,8,5,7,7,1,1,54,2,9,82.39,16.04,4.03,52.45,8.12,0.15,0.09,0.13,0.13,0.02,0.02,1.01,0.04,0.17,14,1,141,18,1,44,31,27,52,8,0,1,68,29,78,0,2,18,52,10.92,0.26,0.02,2.63,0.34,0.02,0.82,0.58,0.5,0.97,0.15,0.0,0.02,1.27,0.54,1.46,0.0,0.04,0.34,0.97,13,109,104,30,12,2,48,0.24,2.04,1.94,0.56,0.22,0.04,0.9
私立, 專業群科,土木與建築群,102,18,1,57,1,4,0,0,1,0,0,2,0,2,84.31,17.65,0.98,55.88,0.98,3.92,0.0,0.0,0.98,0.0,0.0,1.96,0.0,1.96,0,0,0,1,0,4,0,0,2,0,0,0,2,0,0,0,0,0,2,10.78,0.0,0.0,0.0,0.98,0.0,3.92,0.0,0.0,1.96,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,1.96,0,1,1,0,0,0,0,0.0,0.98,0.98,0.0,0.0,0.0,0.0
私立, 專業群科,商業與管理群,5425,745,260,3332,218,5,6,11,1,0,2,37,7,4,85.31,13.73,4.79,61.42,4.02,0.09,0.11,0.2,0.02,0.0,0.04,0.68,0.13,0.07,53,0,36,7,1,15,51,13,90,23,7,0,7,26,92,1,3,9,54,9.0,0.98,0.0,0.66,0.13,0.02,0.28,0.94,0.24,1.66,0.42,0.13,0.0,0.13,0.48,1.7,0.02,0.06,0.17,1.0,13,75,102,12,10,14,15,0.24,1.38,1.88,0.22,0.18,0.26,0.28
私立, 專業群科,外語群,3737,663,127,2512,159,4,8,9,2,1,1,19,19,1,94.33,17.74,3.4,67.22,4.25,0.11,0.21,0.24,0.05,0.03,0.03,0.51,0.51,0.03,2,0,13,0,0,5,10,4,28,1,0,0,1,7,26,1,0,8,20,3.37,0.05,0.0,0.35,0.0,0.0,0.13,0.27,0.11,0.75,0.03,0.0,0.0,0.03,0.19,0.7,0.03,0.0,0.21,0.54,4,8,29,17,5,6,8,0.11,0.21,0.78,0.45,0.13,0.16,0.21
私立, 專業群科,設計群,4090,299,69,3023,215,16,1,4,1,0,0,11,4,1,89.1,7.31,1.69,73.91,5.26,0.39,0.02,0.1,0.02,0.0,0.0,0.27,0.1,0.02,6,3,16,1,1,22,20,4,58,5,0,0,13,16,31,1,2,31,21,6.14,0.15,0.07,0.39,0.02,0.02,0.54,0.49,0.1,1.42,0.12,0.0,0.0,0.32,0.39,0.76,0.02,0.05,0.76,0.51,7,43,68,21,9,8,16,0.17,1.05,1.66,0.51,0.22,0.2,0.39
私立, 專業群科,農業群,60,6,1,36,1,0,0,1,0,0,0,0,0,0,75.0,10.0,1.67,60.0,1.67,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,11.67,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,0.0,0,5,0,2,1,0,0,0.0,8.33,0.0,3.33,1.67,0.0,0.0
私立, 專業群科,食品群,103,1,0,37,13,1,1,0,0,0,0,1,0,0,52.43,0.97,0.0,35.92,12.62,0.97,0.97,0.0,0.0,0.0,0.0,0.97,0.0,0.0,2,0,3,0,0,2,1,1,10,0,0,0,0,0,1,0,0,5,4,28.16,1.94,0.0,2.91,0.0,0.0,1.94,0.97,0.97,9.71,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,4.85,3.88,0,4,16,0,0,0,0,0.0,3.88,15.53,0.0,0.0,0.0,0.0
私立, 專業群科,家政群,3947,214,65,2006,303,27,15,13,29,1,0,16,0,32,68.94,5.42,1.65,50.82,7.68,0.68,0.38,0.33,0.73,0.03,0.0,0.41,0.0,0.81,4,0,44,1,1,2,37,6,125,5,1,1,207,66,39,17,37,93,241,23.49,0.1,0.0,1.11,0.03,0.03,0.05,0.94,0.15,3.17,0.13,0.03,0.03,5.24,1.67,0.99,0.43,0.94,2.36,6.11,12,11,189,8,20,3,18,0.3,0.28,4.79,0.2,0.51,0.08,0.46
私立, 專業群科,餐旅群,10698,641,331,5341,940,25,32,41,43,2,0,34,6,3,69.54,5.99,3.09,49.93,8.79,0.23,0.3,0.38,0.4,0.02,0.0,0.32,0.06,0.03,37,6,188,34,2,55,142,68,1210,18,1,1,39,57,258,0,9,51,161,21.85,0.35,0.06,1.76,0.32,0.02,0.51,1.33,0.64,11.31,0.17,0.01,0.01,0.36,0.53,2.41,0.0,0.08,0.48,1.5,22,165,467,33,21,20,75,0.21,1.54,4.37,0.31,0.2,0.19,0.7
私立, 專業群科,海事群,22,1,0,21,0,0,0,0,0,0,0,0,0,0,100.0,4.55,0.0,95.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
私立, 專業群科,藝術群,2245,144,63,1445,199,2,2,3,7,0,0,5,4,12,84.01,6.41,2.81,64.37,8.86,0.09,0.09,0.13,0.31,0.0,0.0,0.22,0.18,0.53,4,1,8,0,0,9,15,8,60,2,0,0,7,4,26,1,0,34,31,9.35,0.18,0.04,0.36,0.0,0.0,0.4,0.67,0.36,2.67,0.09,0.0,0.0,0.31,0.18,1.16,0.04,0.0,1.51,1.38,6,12,78,20,2,2,22,0.27,0.53,3.47,0.89,0.09,0.09,0.98
私立, 專業群科,服務群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
私立, 專業群科,綜合,320,3,0,33,6,0,0,0,0,0,0,0,0,0,13.13,0.94,0.0,10.31,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,6,2,0,4,13,5,41,0,0,0,9,22,0,0,2,0,38,45.63,1.25,0.0,1.88,0.63,0.0,1.25,4.06,1.56,12.81,0.0,0.0,0.0,2.81,6.88,0.0,0.0,0.63,0.0,11.88,18,0,84,6,10,0,13,5.63,0.0,26.25,1.88,3.13,0.0,4.06
私立, 綜合高中,電機與電子群,222,26,6,116,14,0,0,0,0,0,0,2,0,0,73.87,11.71,2.7,52.25,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1,0,1,4,2,2,0,0,4,0,0,0,1,1,28,0,0,2,2,21.62,0.45,0.0,0.45,1.8,0.9,0.9,0.0,0.0,1.8,0.0,0.0,0.0,0.45,0.45,12.61,0.0,0.0,0.9,0.9,0,2,1,1,1,1,0,0.0,0.9,0.45,0.45,0.45,0.45,0.0
私立, 綜合高中,化工群,153,50,0,103,0,0,0,0,0,0,0,0,0,0,100.0,32.68,0.0,67.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
私立, 綜合高中,商業群,382,36,4,260,18,0,0,0,0,0,0,3,0,0,84.03,9.42,1.05,68.06,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,2,0,1,0,0,2,2,1,6,0,0,0,0,0,17,0,0,3,11,11.78,0.52,0.0,0.26,0.0,0.0,0.52,0.52,0.26,1.57,0.0,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.79,2.88,2,5,1,2,0,0,6,0.52,1.31,0.26,0.52,0.0,0.0,1.57
私立, 綜合高中,外語群,270,14,0,213,20,0,0,0,0,0,0,2,2,0,92.96,5.19,0.0,78.89,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,7,0,1,0,1,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.37,0.0,0.0,0.37,1.11,2.59,0.0,0.37,0.0,0.37,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.37,0.0,0.37
私立, 綜合高中,設計群,99,5,0,77,1,0,0,0,0,0,0,4,0,0,87.88,5.05,0.0,77.78,1.01,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,4,9.09,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,4.04,1,1,0,0,0,0,0,1.01,1.01,0.0,0.0,0.0,0.0,0.0
私立, 綜合高中,家政群,171,18,1,103,19,0,0,0,0,0,0,1,0,0,83.04,10.53,0.58,60.23,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,2,0,0,0,0,0,0,0,5,0,0,0,0,2,2,1,0,1,7,11.7,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,1.17,1.17,0.58,0.0,0.58,4.09,2,4,2,0,0,0,0,1.17,2.34,1.17,0.0,0.0,0.0,0.0
私立, 綜合高中,餐旅群,421,36,3,244,41,0,0,0,0,1,0,2,0,0,77.67,8.55,0.71,57.96,9.74,0.0,0.0,0.0,0.0,0.24,0.0,0.48,0.0,0.0,0,0,2,0,0,0,5,3,17,1,0,0,2,2,23,0,0,4,1,14.25,0.0,0.0,0.48,0.0,0.0,0.0,1.19,0.71,4.04,0.24,0.0,0.0,0.48,0.48,5.46,0.0,0.0,0.95,0.24,1,18,5,3,2,1,0,0.24,4.28,1.19,0.71,0.48,0.24,0.0
私立, 綜合高中,綜合,20,0,0,13,0,0,0,0,0,0,0,0,0,0,65.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
私立, 實用技能學程,機械群,79,1,3,26,5,0,0,0,0,0,0,0,0,0,44.3,1.27,3.8,32.91,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26,0,0,1,4,0,3,0,0,0,0,0,3,0,0,0,1,48.1,0.0,0.0,32.91,0.0,0.0,1.27,5.06,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,1.27,1,1,3,0,1,0,0,1.27,1.27,3.8,0.0,1.27,0.0,0.0
私立, 實用技能學程,動力機械群,926,10,10,181,151,0,0,1,8,0,0,2,0,0,39.2,1.08,1.08,19.55,16.31,0.0,0.0,0.11,0.86,0.0,0.0,0.22,0.0,0.0,29,2,85,4,4,41,19,30,34,1,0,0,119,19,28,0,1,2,21,47.41,3.13,0.22,9.18,0.43,0.43,4.43,2.05,3.24,3.67,0.11,0.0,0.0,12.85,2.05,3.02,0.0,0.11,0.22,2.27,2,38,60,1,1,0,16,0.22,4.1,6.48,0.11,0.11,0.0,1.73
私立, 實用技能學程,電機與電子群,628,24,20,261,47,0,0,0,0,0,0,5,0,0,56.85,3.82,3.18,41.56,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,9,0,30,20,2,46,11,4,15,0,0,0,45,2,13,0,1,10,16,35.67,1.43,0.0,4.78,3.18,0.32,7.32,1.75,0.64,2.39,0.0,0.0,0.0,7.17,0.32,2.07,0.0,0.16,1.59,2.55,5,19,12,1,0,0,8,0.8,3.03,1.91,0.16,0.0,0.0,1.27
私立, 實用技能學程,商業群,383,8,23,165,42,2,7,31,4,0,0,1,1,0,74.15,2.09,6.01,43.08,10.97,0.52,1.83,8.09,1.04,0.0,0.0,0.26,0.26,0.0,0,0,9,2,0,6,15,1,15,1,0,1,0,0,2,0,1,2,8,16.45,0.0,0.0,2.35,0.52,0.0,1.57,3.92,0.26,3.92,0.26,0.0,0.26,0.0,0.0,0.52,0.0,0.26,0.52,2.09,4,4,23,2,0,3,0,1.04,1.04,6.01,0.52,0.0,0.78,0.0
私立, 實用技能學程,農業群,68,2,2,17,12,0,0,0,0,0,0,1,0,0,50.0,2.94,2.94,25.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0,0,2,0,0,1,0,1,5,0,0,0,0,0,0,0,2,0,7,26.47,0.0,0.0,2.94,0.0,0.0,1.47,0.0,1.47,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,10.29,0,1,7,0,0,0,3,0.0,1.47,10.29,0.0,0.0,0.0,4.41
私立, 實用技能學程,食品群,236,2,2,75,38,4,2,0,3,0,0,0,0,0,53.39,0.85,0.85,31.78,16.1,1.69,0.85,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0,2,4,1,0,0,3,2,42,0,0,0,1,5,9,0,1,0,5,31.78,0.0,0.85,1.69,0.42,0.0,0.0,1.27,0.85,17.8,0.0,0.0,0.0,0.42,2.12,3.81,0.0,0.42,0.0,2.12,2,5,4,1,3,0,2,0.85,2.12,1.69,0.42,1.27,0.0,0.85
私立, 實用技能學程,餐旅群,2474,24,33,804,243,8,2,8,9,5,0,6,0,0,46.16,0.97,1.33,32.5,9.82,0.32,0.08,0.32,0.36,0.2,0.0,0.24,0.0,0.0,19,3,97,9,0,36,71,38,508,4,1,2,21,16,80,1,4,17,65,40.1,0.77,0.12,3.92,0.36,0.0,1.46,2.87,1.54,20.53,0.16,0.04,0.08,0.85,0.65,3.23,0.04,0.16,0.69,2.63,24,35,215,4,7,1,33,0.97,1.41,8.69,0.16,0.28,0.04,1.33
私立, 實用技能學程,藝術群,110,7,0,75,1,0,0,0,0,0,0,0,0,0,75.45,6.36,0.0,68.18,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,4,3,14.55,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,6.36,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,3.64,2.73,0,1,7,1,0,0,2,0.0,0.91,6.36,0.91,0.0,0.0,1.82
私立, 實用技能學程,美容造型群,727,33,0,222,44,3,4,2,4,0,0,1,0,0,43.05,4.54,0.0,30.54,6.05,0.41,0.55,0.28,0.55,0.0,0.0,0.14,0.0,0.0,3,3,7,0,0,1,29,9,60,1,1,0,48,4,6,0,1,22,139,45.94,0.41,0.41,0.96,0.0,0.0,0.14,3.99,1.24,8.25,0.14,0.14,0.0,6.6,0.55,0.83,0.0,0.14,3.03,19.12,7,1,64,1,2,0,0,0.96,0.14,8.8,0.14,0.28,0.0,0.0
私立, 進修部,機械群,59,0,0,1,11,0,0,0,0,0,0,0,0,0,20.34,0.0,0.0,1.69,18.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,0,3,3,2,2,0,0,0,4,0,5,0,0,3,0,62.71,0.0,0.0,25.42,0.0,0.0,5.08,5.08,3.39,3.39,0.0,0.0,0.0,6.78,0.0,8.47,0.0,0.0,5.08,0.0,0,3,2,0,0,0,0,0.0,5.08,3.39,0.0,0.0,0.0,0.0
私立, 進修部,動力機械群,350,2,3,10,36,0,1,0,6,0,0,0,0,3,17.43,0.57,0.86,2.86,10.29,0.0,0.29,0.0,1.71,0.0,0.0,0.0,0.0,0.86,5,0,48,1,0,17,27,34,33,0,0,0,30,8,2,0,0,7,31,69.43,1.43,0.0,13.71,0.29,0.0,4.86,7.71,9.71,9.43,0.0,0.0,0.0,8.57,2.29,0.57,0.0,0.0,2.0,8.86,0,17,18,0,2,0,2,0.0,4.86,5.14,0.0,0.57,0.0,0.57
私立, 進修部,電機與電子群,190,0,1,7,29,0,0,0,0,0,0,0,0,0,19.47,0.0,0.53,3.68,15.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,24,1,0,17,9,12,21,0,2,2,4,8,0,1,0,3,19,66.32,1.05,0.53,12.63,0.53,0.0,8.95,4.74,6.32,11.05,0.0,1.05,1.05,2.11,4.21,0.0,0.53,0.0,1.58,10.0,4,3,13,2,2,1,2,2.11,1.58,6.84,1.05,1.05,0.53,1.05
私立, 進修部,商業與管理群,1123,7,20,52,161,1,3,3,14,0,0,1,0,0,23.33,0.62,1.78,4.63,14.34,0.09,0.27,0.27,1.25,0.0,0.0,0.09,0.0,0.0,9,7,79,9,1,27,73,56,94,13,18,12,27,67,10,7,4,47,99,58.68,0.8,0.62,7.03,0.8,0.09,2.4,6.5,4.99,8.37,1.16,1.6,1.07,2.4,5.97,0.89,0.62,0.36,4.19,8.82,9,19,76,9,11,2,36,0.8,1.69,6.77,0.8,0.98,0.18,3.21
私立, 進修部,外語群,133,1,1,15,34,1,2,0,2,0,0,0,0,0,42.11,0.75,0.75,11.28,25.56,0.75,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1,0,5,1,0,2,9,1,11,0,0,2,0,5,0,0,1,5,15,43.61,0.75,0.0,3.76,0.75,0.0,1.5,6.77,0.75,8.27,0.0,0.0,1.5,0.0,3.76,0.0,0.0,0.75,3.76,11.28,0,3,3,1,0,2,3,0.0,2.26,2.26,0.75,0.0,1.5,2.26
私立, 進修部,設計群,282,0,7,20,40,2,8,3,4,0,0,0,0,0,29.79,0.0,2.48,7.09,14.18,0.71,2.84,1.06,1.42,0.0,0.0,0.0,0.0,0.0,0,0,12,0,1,10,13,11,19,7,8,6,6,6,3,2,7,6,28,51.42,0.0,0.0,4.26,0.0,0.35,3.55,4.61,3.9,6.74,2.48,2.84,2.13,2.13,2.13,1.06,0.71,2.48,2.13,9.93,8,6,7,4,2,0,6,2.84,2.13,2.48,1.42,0.71,0.0,2.13
私立, 進修部,家政群,766,5,12,55,122,0,10,2,17,0,0,1,0,0,29.24,0.65,1.57,7.18,15.93,0.0,1.31,0.26,2.22,0.0,0.0,0.13,0.0,0.0,2,0,7,1,0,3,23,11,47,0,1,0,73,35,0,0,1,92,123,54.7,0.26,0.0,0.91,0.13,0.0,0.39,3.0,1.44,6.14,0.0,0.13,0.0,9.53,4.57,0.0,0.0,0.13,12.01,16.06,5,1,33,6,11,0,19,0.65,0.13,4.31,0.78,1.44,0.0,2.48
私立, 進修部,餐旅群,2529,7,23,122,294,7,16,1,27,0,2,3,0,7,20.13,0.28,0.91,4.82,11.63,0.28,0.63,0.04,1.07,0.0,0.08,0.12,0.0,0.28,38,4,162,7,1,79,163,106,493,17,20,19,30,80,44,9,22,106,206,63.5,1.5,0.16,6.41,0.28,0.04,3.12,6.45,4.19,19.49,0.67,0.79,0.75,1.19,3.16,1.74,0.36,0.87,4.19,8.15,40,60,131,14,16,3,23,1.58,2.37,5.18,0.55,0.63,0.12,0.91
