設立別,學程別,群科別,畢業生人數,升公立大學日間部人數,升公立大學進修學士班人數,升私立大學日間部人數,升私立大學進修學士班人數,升公立二專日間部人數,升公立二專夜間部人數,升私立二專日間部人數,升私立二專夜間部人數,升警察大學人數,升警察專科學校人數,升軍事院校人數,赴國外_大陸就讀人數,升其他學校人數,升學率,升公立大學日間部比率,升公立大學進修學士班比率,升私立大學日間部比率,升私立大學進修學士班比率,升公立二專日間部比率,升公立二專夜間部比率,升私立二專日間部比率,升私立二專夜間部比率,升警察大學比率,升警察專科學校比率,升軍事院校比率,赴國外_大陸就讀比率,升其他學校比率,就農_林_漁_牧業人數,就礦業及土石採取業人數,就製造業人數,就電力及燃氣供應業人數,就用水供應及污染整治業人數,就營造業人數,就批發及零售業人數,就運輸及倉儲業人數,就住宿及餐飲業人數,就資訊及通訊傳播業人數,就金融及保險業人數,就不動產業人數,就專業_科學及技術服務業人數,就支援服務業人數,就公共行政及國防；強制性社會安全人數,就教育服務業人數,就醫療保健及社會工作服務業人數,就藝術_娛樂及休閒服務業人數,就其他服務業人數,就業率,就農_林_漁_牧業比率,就礦業及土石採取業比率,就製造業比率,就電力及燃氣供應業比率,就用水供應及污染整治業比率,就營造業比率,就批發及零售業比率,就運輸及倉儲業比率,就住宿及餐飲業比率,就資訊及通訊傳播業比率,就金融及保險業比率,就不動產業比率,就專業_科學及技術服務業比率,就支援服務業比率,就公共行政及國防；強制性社會安全比率,就教育服務業比率,就醫療保健及社會工作服務業比率,就藝術_娛樂及休閒服務業比率,就其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
縣市立,實用技能學程,美容造型群,34,0,0,20,2,0,0,0,0,0,0,1,0,0,67.65,0.0,0.0,58.82,5.88,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.47,0.0,0.0,0.0,0.0,0.0,2.94,1,0,0,0,0,0,0,2.94,0.0,0.0,0.0,0.0,0.0,0.0
私立,普通科,,28518,6099,72,19636,647,4,0,3,1,16,141,264,558,20,96.293568974,21.3864927414,0.2524721229,68.8547583982,2.2687425486,0.014026229,0.0,0.0105196718,0.0035065573,0.0561049162,0.494424574,0.9257311172,1.9566589522,0.0701311452,6,1,14,1,0,7,6,2,25,2,0,0,0,6,37,1,0,22,40,0.5961147346,0.0210393436,0.0035065573,0.0490918017,0.0035065573,0.0,0.0245459008,0.0210393436,0.0070131145,0.0876639316,0.0070131145,0.0,0.0,0.0,0.0210393436,0.1297426187,0.0035065573,0.0,0.0771442598,0.1402622905,19,111,18,596,9,21,40,0.066624588,0.3892278561,0.0631180307,2.0899081282,0.0315590154,0.0736377025,0.1402622905
私立,職業科,機械群,1739,161,48,929,198,3,2,0,0,4,2,11,0,0,78.09,9.26,2.76,53.42,11.39,0.17,0.12,0.0,0.0,0.23,0.12,0.63,0.0,0.0,4,0,97,2,0,9,16,5,12,0,0,0,14,0,4,0,1,2,18,10.58,0.23,0.0,5.58,0.12,0.0,0.52,0.92,0.29,0.69,0.0,0.0,0.0,0.81,0.0,0.23,0.0,0.06,0.12,1.04,7,124,44,2,1,0,5,0.4,7.13,2.53,0.12,0.06,0.0,0.29
私立,職業科,動力機械群,3972,75,67,1214,410,3,1,17,33,0,0,52,10,0,47.38,1.89,1.69,30.56,10.32,0.08,0.03,0.43,0.83,0.0,0.0,1.31,0.25,0.0,62,12,311,9,8,78,86,146,104,6,3,4,267,16,94,1,2,25,320,39.12,1.56,0.3,7.83,0.23,0.2,1.96,2.17,3.68,2.62,0.15,0.08,0.1,6.72,0.4,2.37,0.03,0.05,0.63,8.06,13,309,106,10,6,2,60,0.33,7.78,2.67,0.25,0.15,0.05,1.51
私立,職業科,電機與電子群,12542,759,177,7132,1363,15,22,48,80,0,5,125,7,18,77.75,6.05,1.41,56.86,10.87,0.12,0.18,0.38,0.64,0.0,0.04,1.0,0.06,0.14,50,10,482,49,2,97,113,40,250,62,8,0,78,41,108,1,4,44,257,13.52,0.4,0.08,3.84,0.39,0.02,0.77,0.9,0.32,1.99,0.49,0.06,0.0,0.62,0.33,0.86,0.01,0.03,0.35,2.05,48,572,217,48,8,5,106,0.38,4.56,1.73,0.38,0.06,0.04,0.85
私立,職業科,土木與建築群,212,19,1,125,20,1,0,1,0,0,1,3,1,0,81.13,8.96,0.47,58.96,9.43,0.47,0.0,0.47,0.0,0.0,0.47,1.42,0.47,0.0,0,0,2,0,0,2,1,0,6,0,0,0,0,0,1,0,0,0,9,9.91,0.0,0.0,0.94,0.0,0.0,0.94,0.47,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,4.25,0,9,4,5,0,0,0,0.0,4.25,1.89,2.36,0.0,0.0,0.0
私立,職業科,商業與管理群,13321,829,367,8841,1115,24,52,47,84,0,0,95,10,11,86.14,6.22,2.76,66.37,8.37,0.18,0.39,0.35,0.63,0.0,0.0,0.71,0.08,0.08,9,4,121,7,0,30,220,37,258,58,11,2,29,26,90,4,9,50,240,9.05,0.07,0.03,0.91,0.05,0.0,0.23,1.65,0.28,1.94,0.44,0.08,0.02,0.22,0.2,0.68,0.03,0.07,0.38,1.8,26,230,183,43,18,4,62,0.2,1.73,1.37,0.32,0.14,0.03,0.47
私立,職業科,外語群,5197,479,127,3974,257,4,0,5,6,3,1,31,51,2,95.05,9.22,2.44,76.47,4.95,0.08,0.0,0.1,0.12,0.06,0.02,0.6,0.98,0.04,1,1,4,0,1,0,1,1,56,0,0,0,0,11,15,2,1,4,45,2.75,0.02,0.02,0.08,0.0,0.02,0.0,0.02,0.02,1.08,0.0,0.0,0.0,0.0,0.21,0.29,0.04,0.02,0.08,0.87,2,25,18,23,2,10,11,0.04,0.48,0.35,0.44,0.04,0.19,0.21
私立,職業科,設計群,6484,241,111,4703,617,13,0,6,9,0,0,26,33,6,88.91,3.72,1.71,72.53,9.52,0.2,0.0,0.09,0.14,0.0,0.0,0.4,0.51,0.09,4,0,22,0,1,10,41,10,87,7,0,1,40,9,35,6,1,53,85,6.35,0.06,0.0,0.34,0.0,0.02,0.15,0.63,0.15,1.34,0.11,0.0,0.02,0.62,0.14,0.54,0.09,0.02,0.82,1.31,22,54,34,93,7,11,48,0.34,0.83,0.52,1.43,0.11,0.17,0.74
私立,職業科,家政群,6950,162,83,3329,697,41,48,110,135,5,1,16,3,31,67.06,2.33,1.19,47.9,10.03,0.59,0.69,1.58,1.94,0.07,0.01,0.23,0.04,0.45,28,3,44,4,1,3,77,9,198,19,4,4,517,32,33,12,18,114,702,26.22,0.4,0.04,0.63,0.06,0.01,0.04,1.11,0.13,2.85,0.27,0.06,0.06,7.44,0.46,0.47,0.17,0.26,1.64,10.1,37,43,237,24,26,4,31,0.53,0.62,3.41,0.35,0.37,0.06,0.45
私立,職業科,餐旅群,18903,541,331,9335,2118,59,73,240,96,2,3,84,27,46,68.53,2.86,1.75,49.38,11.2,0.31,0.39,1.27,0.51,0.01,0.02,0.44,0.14,0.24,68,11,259,23,3,81,286,46,2403,19,15,3,96,70,126,6,18,143,504,22.11,0.36,0.06,1.37,0.12,0.02,0.43,1.51,0.24,12.71,0.1,0.08,0.02,0.51,0.37,0.67,0.03,0.1,0.76,2.67,102,712,499,64,37,22,178,0.54,3.77,2.64,0.34,0.2,0.12,0.94
私立,職業科,海事群,50,2,0,31,0,0,0,0,0,0,0,0,0,0,66.0,4.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,2,0,0,0,0.0,18.0,0.0,4.0,0.0,0.0,0.0
私立,職業科,藝術群,2382,148,54,1454,228,0,1,4,2,1,0,4,27,9,81.11,6.21,2.27,61.04,9.57,0.0,0.04,0.17,0.08,0.04,0.0,0.17,1.13,0.38,7,0,13,0,0,7,26,3,68,0,3,0,1,7,7,1,1,79,63,12.01,0.29,0.0,0.55,0.0,0.0,0.29,1.09,0.13,2.85,0.0,0.13,0.0,0.04,0.29,0.29,0.04,0.04,3.32,2.64,3,41,15,46,2,11,34,0.13,1.72,0.63,1.93,0.08,0.46,1.43
私立,職業科,綜合,418,0,0,23,5,0,0,0,0,0,0,0,0,0,6.7,0.0,0.0,5.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,25,0,0,8,20,1,44,0,0,0,13,45,0,2,2,14,54,56.46,1.44,0.48,5.98,0.0,0.0,1.91,4.78,0.24,10.53,0.0,0.0,0.0,3.11,10.77,0.0,0.48,0.48,3.35,12.92,30,0,54,5,49,0,13,7.18,0.0,12.92,1.2,11.72,0.0,3.11
私立,綜合高中,,2151,311,5,1557,103,0,0,0,0,0,4,17,34,4,94.6071594607,14.4583914458,0.2324500232,72.3849372385,4.7884704788,0.0,0.0,0.0,0.0,0.0,0.1859600186,0.790330079,1.5806601581,0.1859600186,2,0,0,0,0,0,7,0,6,0,0,0,1,4,6,0,0,0,5,1.4411901441,0.0929800093,0.0,0.0,0.0,0.0,0.0,0.3254300325,0.0,0.2789400279,0.0,0.0,0.0,0.0464900046,0.1859600186,0.2789400279,0.0,0.0,0.0,0.2324500232,6,25,6,25,0,0,12,0.2789400279,1.1622501162,0.2789400279,1.1622501162,0.0,0.0,0.5578800558
私立,綜合高中,機械群,71,1,0,21,25,0,0,0,0,0,0,0,0,0,66.2,1.41,0.0,29.58,35.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,29.58,0.0,0.0,1.41,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.76,0,1,2,0,0,0,0,0.0,1.41,2.82,0.0,0.0,0.0,0.0
私立,綜合高中,動力機械群,97,5,0,34,15,0,0,0,0,0,0,0,0,0,55.67,5.15,0.0,35.05,15.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,0,9,0,0,4,0,0,0,5,0,0,0,0,0,3,27.84,0.0,0.0,6.19,0.0,0.0,9.28,0.0,0.0,4.12,0.0,0.0,0.0,5.15,0.0,0.0,0.0,0.0,0.0,3.09,0,8,4,4,0,0,0,0.0,8.25,4.12,4.12,0.0,0.0,0.0
私立,綜合高中,電機與電子群,1311,168,18,882,68,1,0,0,0,0,5,3,2,0,87.49,12.81,1.37,67.28,5.19,0.08,0.0,0.0,0.0,0.0,0.38,0.23,0.15,0.0,3,0,18,4,1,3,3,9,14,4,0,0,0,2,39,0,0,3,14,8.92,0.23,0.0,1.37,0.31,0.08,0.23,0.23,0.69,1.07,0.31,0.0,0.0,0.0,0.15,2.97,0.0,0.0,0.23,1.07,1,26,2,7,4,0,6,0.08,1.98,0.15,0.53,0.31,0.0,0.46
私立,綜合高中,化工群,170,17,0,153,0,0,0,0,0,0,0,0,0,0,100.0,10.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
私立,綜合高中,商業與管理群,2623,268,52,1954,119,4,8,2,4,0,0,21,3,0,92.83,10.22,1.98,74.49,4.54,0.15,0.3,0.08,0.15,0.0,0.0,0.8,0.11,0.0,0,0,14,1,0,0,5,3,23,5,0,0,1,3,22,0,0,10,14,3.85,0.0,0.0,0.53,0.04,0.0,0.0,0.19,0.11,0.88,0.19,0.0,0.0,0.04,0.11,0.84,0.0,0.0,0.38,0.53,4,25,23,11,1,2,18,0.15,0.95,0.88,0.42,0.04,0.08,0.69
私立,綜合高中,外語群,1243,78,5,1049,47,3,0,0,0,0,0,3,14,0,96.46,6.28,0.4,84.39,3.78,0.24,0.0,0.0,0.0,0.0,0.0,0.24,1.13,0.0,0,0,2,0,0,0,1,0,4,1,1,1,0,4,6,1,1,1,1,1.93,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.32,0.08,0.08,0.08,0.0,0.32,0.48,0.08,0.08,0.08,0.08,1,3,2,6,0,2,2,0.08,0.24,0.16,0.48,0.0,0.16,0.16
私立,綜合高中,設計群,794,57,2,642,28,9,1,0,2,0,0,1,5,0,94.08,7.18,0.25,80.86,3.53,1.13,0.13,0.0,0.25,0.0,0.0,0.13,0.63,0.0,0,0,3,1,0,0,3,0,3,0,0,0,0,2,1,0,0,1,2,2.02,0.0,0.0,0.38,0.13,0.0,0.0,0.38,0.0,0.38,0.0,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.13,0.25,1,9,4,7,0,0,1,0.13,1.13,0.5,0.88,0.0,0.0,0.13
私立,綜合高中,家政群,609,15,7,472,21,0,0,0,0,0,0,1,0,0,84.73,2.46,1.15,77.5,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,1,0,4,0,0,0,0,2,13,0,0,0,8,5,5,3,0,6,4,8.37,0.16,0.0,0.66,0.0,0.0,0.0,0.0,0.33,2.13,0.0,0.0,0.0,1.31,0.82,0.82,0.49,0.0,0.99,0.66,1,4,14,3,1,0,11,0.16,0.66,2.3,0.49,0.16,0.0,1.81
私立,綜合高中,餐旅群,1570,115,10,1062,93,3,0,0,12,0,0,13,2,0,83.44,7.32,0.64,67.64,5.92,0.19,0.0,0.0,0.76,0.0,0.0,0.83,0.13,0.0,1,0,8,0,0,1,4,1,82,0,0,0,1,4,39,0,0,16,19,11.21,0.06,0.0,0.51,0.0,0.0,0.06,0.25,0.06,5.22,0.0,0.0,0.0,0.06,0.25,2.48,0.0,0.0,1.02,1.21,7,32,21,3,2,0,8,0.45,2.04,1.34,0.19,0.13,0.0,0.51
私立,綜合高中,藝術群,18,0,0,5,0,0,0,0,0,0,0,0,0,0,27.78,0.0,0.0,27.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,1,0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,38.89,0.0,0.0,5.56,0.0,0,1,0,0,0,0,0,0.0,5.56,0.0,0.0,0.0,0.0,0.0
私立,綜合高中,綜合,278,13,0,197,9,6,0,0,0,0,0,4,1,0,82.73,4.68,0.0,70.86,3.24,2.16,0.0,0.0,0.0,0.0,0.0,1.44,0.36,0.0,0,0,1,0,0,0,2,0,12,0,0,0,0,3,1,1,0,0,5,8.99,0.0,0.0,0.36,0.0,0.0,0.0,0.72,0.0,4.32,0.0,0.0,0.0,0.0,1.08,0.36,0.36,0.0,0.0,1.8,2,9,3,1,0,0,2,0.72,3.24,1.08,0.36,0.0,0.0,0.72
私立,實用技能學程,機械群,79,0,0,4,7,0,0,0,3,0,0,0,0,0,17.72,0.0,0.0,5.06,8.86,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,1,0,20,0,0,1,5,0,6,6,0,0,2,2,0,0,0,0,2,56.96,1.27,0.0,25.32,0.0,0.0,1.27,6.33,0.0,7.59,7.59,0.0,0.0,2.53,2.53,0.0,0.0,0.0,0.0,2.53,0,18,0,0,0,0,2,0.0,22.78,0.0,0.0,0.0,0.0,2.53
私立,實用技能學程,動力機械群,1140,9,6,167,42,10,0,0,24,0,0,7,0,0,23.25,0.79,0.53,14.65,3.68,0.88,0.0,0.0,2.11,0.0,0.0,0.61,0.0,0.0,28,4,113,4,2,37,37,56,52,4,0,0,127,9,15,1,1,26,113,55.18,2.46,0.35,9.91,0.35,0.18,3.25,3.25,4.91,4.56,0.35,0.0,0.0,11.14,0.79,1.32,0.09,0.09,2.28,9.91,1,134,45,12,3,0,35,0.09,11.75,3.95,1.05,0.26,0.0,3.07
私立,實用技能學程,電機與電子群,643,7,8,227,112,0,0,2,3,0,0,6,1,10,58.48,1.09,1.24,35.3,17.42,0.0,0.0,0.31,0.47,0.0,0.0,0.93,0.16,1.56,14,4,65,5,0,11,14,2,15,1,0,0,3,4,20,0,0,1,16,27.22,2.18,0.62,10.11,0.78,0.0,1.71,2.18,0.31,2.33,0.16,0.0,0.0,0.47,0.62,3.11,0.0,0.0,0.16,2.49,0,42,32,0,3,0,14,0.0,6.53,4.98,0.0,0.47,0.0,2.18
私立,實用技能學程,土木與建築群,17,0,0,8,0,0,0,0,0,0,0,0,0,0,47.06,0.0,0.0,47.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,52.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.94,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
私立,實用技能學程,商業與管理群,1357,14,18,477,137,19,17,6,26,0,0,4,2,0,53.06,1.03,1.33,35.15,10.1,1.4,1.25,0.44,1.92,0.0,0.0,0.29,0.15,0.0,3,0,42,7,3,8,81,16,74,43,3,1,15,20,12,2,7,12,79,31.54,0.22,0.0,3.1,0.52,0.22,0.59,5.97,1.18,5.45,3.17,0.22,0.07,1.11,1.47,0.88,0.15,0.52,0.88,5.82,1,83,52,5,7,1,27,0.07,6.12,3.83,0.37,0.52,0.07,1.99
私立,實用技能學程,設計群,96,3,0,43,7,0,0,0,3,0,0,0,0,0,58.33,3.13,0.0,44.79,7.29,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,3,3,0,10,0,0,1,3,0,0,0,0,0,6,30.21,0.0,0.0,2.08,1.04,0.0,3.13,3.13,0.0,10.42,0.0,0.0,1.04,3.13,0.0,0.0,0.0,0.0,0.0,6.25,0,2,9,0,0,0,0,0.0,2.08,9.38,0.0,0.0,0.0,0.0
私立,實用技能學程,食品群,140,1,0,38,24,1,1,0,0,0,0,3,0,0,48.57,0.71,0.0,27.14,17.14,0.71,0.71,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0,0,9,1,0,2,2,1,19,0,0,1,0,0,0,0,0,0,5,28.57,0.0,0.0,6.43,0.71,0.0,1.43,1.43,0.71,13.57,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,3.57,1,1,27,0,0,1,0,0.71,0.71,19.29,0.0,0.0,0.71,0.0
私立,實用技能學程,餐旅群,3719,40,18,1006,444,4,11,7,66,0,0,22,0,4,43.61,1.08,0.48,27.05,11.94,0.11,0.3,0.19,1.77,0.0,0.0,0.59,0.0,0.11,30,0,138,15,3,54,118,35,750,6,9,2,30,29,31,1,2,71,220,41.52,0.81,0.0,3.71,0.4,0.08,1.45,3.17,0.94,20.17,0.16,0.24,0.05,0.81,0.78,0.83,0.03,0.05,1.91,5.92,10,188,209,13,10,2,58,0.27,5.06,5.62,0.35,0.27,0.05,1.56
私立,實用技能學程,美容造型群,1517,21,4,340,139,1,4,17,29,2,0,1,0,13,37.64,1.38,0.26,22.41,9.16,0.07,0.26,1.12,1.91,0.13,0.0,0.07,0.0,0.86,1,0,45,3,0,4,33,11,112,8,3,0,216,21,13,1,0,57,229,49.9,0.07,0.0,2.97,0.2,0.0,0.26,2.18,0.73,7.38,0.53,0.2,0.0,14.24,1.38,0.86,0.07,0.0,3.76,15.1,21,22,92,11,8,0,23,1.38,1.45,6.06,0.73,0.53,0.0,1.52
