設立別,學程別,群科別,畢業生人數,農_林_漁_牧業人數,礦業及土石採取業人數,製造業人數,電力及燃氣供應業人數,用水供應及污染整治業人數,營建工程業人數,批發及零售業人數,運輸及倉儲業人數,住宿及餐飲業人數,出版_影音製作_傳播及資通訊服務業人數,金融及保險業人數,不動產業人數,專業_科學及技術服務業人數,支援服務業人數,公共行政及國防；強制性社會安全人數,教育業人數,醫療保健及社會工作服務業人數,藝術_娛樂及休閒服務業人數,其他服務業人數,就業率,農_林_漁_牧業比率,礦業及土石採取業比率,製造業比率,電力及燃氣供應業比率,用水供應及污染整治業比率,營建工程業比率,批發及零售業比率,運輸及倉儲業比率,住宿及餐飲業比率,出版_影音製作_傳播及資通訊服務業比率,金融及保險業比率,不動產業比率,專業_科學及技術服務業比率,支援服務業比率,公共行政及國防；強制性社會安全比率,教育業比率,醫療保健及社會工作服務業比率,藝術_娛樂及休閒服務業比率,其他服務業比率
私立,專業群科,餐旅群,12504,47,5,122,14,11,62,163,32,1821,23,8,3,44,28,263,4,8,141,244,24.34,0.38,0.04,0.98,0.11,0.09,0.5,1.3,0.26,14.56,0.18,0.06,0.02,0.35,0.22,2.1,0.03,0.06,1.13,1.95
私立,專業群科,海事群,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,27.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,5.56
私立,專業群科,藝術群,2274,2,1,7,0,0,6,7,4,70,4,1,1,8,1,21,1,0,58,96,12.66,0.09,0.04,0.31,0,0,0.26,0.31,0.18,3.08,0.18,0.04,0.04,0.35,0.04,0.92,0.04,0,2.55,4.22
私立,專業群科,服務群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私立,專業群科,其他(綜合),379,6,0,12,3,2,6,26,1,34,1,1,0,6,22,0,0,25,5,58,54.88,1.58,0,3.17,0.79,0.53,1.58,6.86,0.26,8.97,0.26,0.26,0,1.58,5.8,0,0,6.6,1.32,15.3
私立,綜合高中,學術學程,803,0,0,1,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,3,1.37,0,0,0.12,0,0,0.12,0.5,0.12,0,0,0,0,0,0.12,0,0,0,0,0.37
私立,綜合高中,電機與電子群,303,1,1,1,6,1,1,0,0,2,1,0,0,0,1,30,0,0,6,1,17.16,0.33,0.33,0.33,1.98,0.33,0.33,0,0,0.66,0.33,0,0,0,0.33,9.9,0,0,1.98,0.33
私立,綜合高中,化工群,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私立,綜合高中,商業與管理群,584,2,0,2,0,0,0,0,1,2,0,0,0,0,1,20,0,0,1,15,7.53,0.34,0,0.34,0,0,0,0,0.17,0.34,0,0,0,0,0.17,3.42,0,0,0.17,2.57
私立,綜合高中,外語群,353,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,2.27,0,0,0.85,0,0,0,0,0,0.57,0,0,0,0,0,0.28,0,0,0,0.57
私立,綜合高中,設計群,228,0,0,2,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,3,5.7,0,0,0.88,0,0,0,0.88,0,0.88,0,0,0,0,0,1.75,0,0,0,1.32
私立,綜合高中,家政群,189,0,0,5,0,0,0,1,0,5,0,0,0,0,0,10,2,2,6,7,20.11,0,0,2.65,0,0,0,0.53,0,2.65,0,0,0,0,0,5.29,1.06,1.06,3.17,3.7
私立,綜合高中,餐旅群,555,0,0,4,0,0,1,0,0,43,1,1,0,1,16,49,1,0,0,5,21.98,0,0,0.72,0,0,0.18,0,0,7.75,0.18,0.18,0,0.18,2.88,8.83,0.18,0,0,0.9
私立,綜合高中,其他(綜合),158,0,0,1,0,0,0,3,0,13,0,0,0,0,2,3,0,0,0,7,18.35,0,0,0.63,0,0,0,1.9,0,8.23,0,0,0,0,1.27,1.9,0,0,0,4.43
私立,實用技能學程,機械群,70,1,0,43,0,0,1,2,3,2,0,1,0,0,0,6,0,0,0,0,84.29,1.43,0,61.43,0,0,1.43,2.86,4.29,2.86,0,1.43,0,0,0,8.57,0,0,0,0
私立,實用技能學程,動力機械群,1087,27,1,86,6,1,46,22,70,81,3,1,0,108,2,56,0,1,5,43,51.43,2.48,0.09,7.91,0.55,0.09,4.23,2.02,6.44,7.45,0.28,0.09,0,9.94,0.18,5.15,0,0.09,0.46,3.96
私立,實用技能學程,電機與電子群,517,9,0,17,24,0,36,3,5,22,1,0,0,9,1,3,0,0,1,7,26.69,1.74,0,3.29,4.64,0,6.96,0.58,0.97,4.26,0.19,0,0,1.74,0.19,0.58,0,0,0.19,1.35
私立,實用技能學程,商業與管理群,510,1,1,9,1,2,4,14,3,31,4,3,0,9,10,11,2,0,9,23,26.86,0.2,0.2,1.76,0.2,0.39,0.78,2.75,0.59,6.08,0.78,0.59,0,1.76,1.96,2.16,0.39,0,1.76,4.51
私立,實用技能學程,農業群,29,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,4,51.72,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,31.03,13.79
私立,實用技能學程,食品群,218,1,0,6,2,1,0,2,3,23,0,0,0,1,3,5,0,0,3,2,23.85,0.46,0,2.75,0.92,0.46,0,0.92,1.38,10.55,0,0,0,0.46,1.38,2.29,0,0,1.38,0.92
私立,實用技能學程,餐旅群,2590,13,0,55,7,1,29,64,21,612,5,3,0,14,18,73,0,1,37,44,38.49,0.5,0,2.12,0.27,0.04,1.12,2.47,0.81,23.63,0.19,0.12,0,0.54,0.69,2.82,0,0.04,1.43,1.7
私立,實用技能學程,藝術群,79,0,0,1,0,0,0,3,0,9,0,0,0,0,0,2,0,1,2,0,22.78,0,0,1.27,0,0,0,3.8,0,11.39,0,0,0,0,0,2.53,0,1.27,2.53,0
私立,實用技能學程,美容造型群,780,2,0,10,0,0,3,15,3,47,3,2,2,49,15,5,2,3,6,208,48.08,0.26,0,1.28,0,0,0.38,1.92,0.38,6.03,0.38,0.26,0.26,6.28,1.92,0.64,0.26,0.38,0.77,26.67
私立,進修部,普通科,212,8,1,7,0,1,4,2,4,12,0,4,3,5,2,3,0,1,0,7,30.19,3.77,0.47,3.3,0,0.47,1.89,0.94,1.89,5.66,0,1.89,1.42,2.36,0.94,1.42,0,0.47,0,3.3
私立,進修部,機械群,64,0,0,17,1,0,1,8,1,1,0,0,0,0,0,0,0,0,3,0,50,0,0,26.56,1.56,0,1.56,12.5,1.56,1.56,0,0,0,0,0,0,0,0,4.69,0
私立,進修部,動力機械群,508,15,0,78,11,2,37,32,41,48,1,1,1,53,9,4,1,3,10,23,72.83,2.95,0,15.35,2.17,0.39,7.28,6.3,8.07,9.45,0.2,0.2,0.2,10.43,1.77,0.79,0.2,0.59,1.97,4.53
私立,進修部,電機與電子群,252,1,0,15,2,0,11,15,10,35,2,3,1,3,4,0,3,0,0,13,46.83,0.4,0,5.95,0.79,0,4.37,5.95,3.97,13.89,0.79,1.19,0.4,1.19,1.59,0,1.19,0,0,5.16
私立,進修部,商業與管理群,1157,12,9,80,15,4,29,65,37,149,9,15,11,19,59,16,1,12,63,69,58.25,1.04,0.78,6.91,1.3,0.35,2.51,5.62,3.2,12.88,0.78,1.3,0.95,1.64,5.1,1.38,0.09,1.04,5.45,5.96
私立,進修部,外語群,147,0,0,3,0,0,0,10,1,33,0,1,0,2,0,0,0,1,6,5,42.18,0,0,2.04,0,0,0,6.8,0.68,22.45,0,0.68,0,1.36,0,0,0,0.68,4.08,3.4
私立,進修部,設計群,267,4,0,13,0,3,8,15,6,28,1,3,3,1,7,5,0,1,10,17,46.82,1.5,0,4.87,0,1.12,3,5.62,2.25,10.49,0.37,1.12,1.12,0.37,2.62,1.87,0,0.37,3.75,6.37
私立,進修部,家政群,888,2,0,11,2,0,7,45,1,85,2,1,13,87,7,0,0,3,177,81,59.01,0.23,0,1.24,0.23,0,0.79,5.07,0.11,9.57,0.23,0.11,1.46,9.8,0.79,0,0,0.34,19.93,9.12
私立,進修部,餐旅群,2886,24,8,186,14,3,130,206,81,620,6,15,19,34,60,27,4,37,166,190,63.41,0.83,0.28,6.44,0.49,0.1,4.5,7.14,2.81,21.48,0.21,0.52,0.66,1.18,2.08,0.94,0.14,1.28,5.75,6.58
私立,進修部,藝術群,128,0,0,5,0,0,0,24,6,21,2,1,0,20,2,0,0,0,3,3,67.97,0,0,3.91,0,0,0,18.75,4.69,16.41,1.56,0.78,0,15.63,1.56,0,0,0,2.34,2.34
