設立別,學程別,群科別,畢業生人數,就農_林_漁_牧業人數,就礦業及土石採取業人數,就製造業人數,就電力及燃氣供應業人數,就用水供應及污染整治業人數,就營造業人數,就批發及零售業人數,就運輸及倉儲業人數,就住宿及餐飲業人數,就資訊及通訊傳播業人數,就金融及保險業人數,就不動產業人數,就專業_科學及技術服務業人數,就支援服務業人數,就公共行政及國防；強制性社會安全人數,就教育服務業人數,就醫療保健及社會工作服務業人數,就藝術_娛樂及休閒服務業人數,就其他服務業人數,就業率,就農_林_漁_牧業比率,就礦業及土石採取業比率,就製造業比率,就電力及燃氣供應業比率,就用水供應及污染整治業比率,就營造業比率,就批發及零售業比率,就運輸及倉儲業比率,就住宿及餐飲業比率,就資訊及通訊傳播業比率,就金融及保險業比率,就不動產業比率,就專業_科學及技術服務業比率,就支援服務業比率,就公共行政及國防；強制性社會安全比率,就教育服務業比率,就醫療保健及社會工作服務業比率,就藝術_娛樂及休閒服務業比率,就其他服務業比率
縣市立,進修部(學校),機械群,306,0,1,39,1,0,5,6,2,8,0,0,0,6,6,0,1,0,1,4,26.1437908497,0,0.3267973856,12.7450980392,0.3267973856,0,1.6339869281,1.9607843137,0.6535947712,2.614379085,0,0,0,1.9607843137,1.9607843137,0,0.3267973856,0,0.3267973856,1.3071895425
縣市立,進修部(學校),動力機械群,77,0,0,5,0,0,0,2,0,3,0,0,0,4,0,0,0,0,2,0,20.7792207792,0,0,6.4935064935,0,0,0,2.5974025974,0,3.8961038961,0,0,0,5.1948051948,0,0,0,0,2.5974025974,0
縣市立,進修部(學校),電機與電子群,312,0,0,31,3,0,4,5,4,21,10,0,0,7,0,2,0,0,3,4,30.1282051282,0,0,9.9358974359,0.9615384615,0,1.2820512821,1.6025641026,1.2820512821,6.7307692308,3.2051282051,0,0,2.2435897436,0,0.641025641,0,0,0.9615384615,1.2820512821
縣市立,進修部(學校),化工群,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0
縣市立,進修部(學校),土木與建築群,46,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,19.5652173913,0,0,0,0,0,13.0434782609,0,0,0,0,0,6.5217391304,0,0,0,0,0,0,0
縣市立,進修部(學校),商業與管理群,269,0,0,6,1,0,0,8,1,10,0,1,0,2,4,1,0,1,4,0,14.4981412639,0,0,2.2304832714,0.3717472119,0,0,2.9739776952,0.3717472119,3.717472119,0,0.3717472119,0,0.7434944238,1.4869888476,0.3717472119,0,0.3717472119,1.4869888476,0
縣市立,進修部(學校),設計群,108,0,0,1,0,0,2,0,0,9,0,0,0,3,2,1,1,0,3,8,27.7777777778,0,0,0.9259259259,0,0,1.8518518519,0,0,8.3333333333,0,0,0,2.7777777778,1.8518518519,0.9259259259,0.9259259259,0,2.7777777778,7.4074074074
縣市立,進修部(學校),餐旅群,51,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,2,4,0,29.4117647059,0,0,0,0,0,0,5.8823529412,0,7.8431372549,0,0,0,0,0,3.9215686275,0,3.9215686275,7.8431372549,0
私立,普通科,,28447,5,0,12,0,1,8,10,6,72,17,12,0,17,16,41,2,4,16,22,0.9174956937,0.0175765459,0,0.0421837101,0,0.0035153092,0.0281224734,0.0351530917,0.021091855,0.2531022603,0.0597602559,0.0421837101,0,0.0597602559,0.0562449467,0.144127676,0.0070306183,0.0140612367,0.0562449467,0.0773368018
私立,專業群(職業)科,機械群,1757,11,2,136,7,0,16,10,11,29,2,9,0,6,2,10,1,0,0,17,15.3101878201,0.6260671599,0.1138303927,7.7404667046,0.3984063745,0,0.9106431417,0.5691519636,0.6260671599,1.6505406944,0.1138303927,0.5122367672,0,0.3414911781,0.1138303927,0.5691519636,0.0569151964,0,0,0.9675583381
私立,專業群(職業)科,動力機械群,4167,54,4,371,28,5,74,56,164,88,17,10,1,354,44,114,1,0,23,167,37.7969762419,1.2958963283,0.0959923206,8.903287737,0.6719462443,0.1199904008,1.7758579314,1.3438924886,3.9356851452,2.1118310535,0.4079673626,0.2399808015,0.0239980802,8.4953203744,1.0559155268,2.7357811375,0.0239980802,0,0.5519558435,4.0076793856
私立,專業群(職業)科,電機與電子群,10759,29,5,341,42,3,68,95,48,180,74,6,1,97,61,84,1,5,32,179,12.5569290826,0.269541779,0.0464727205,3.169439539,0.3903708523,0.0278836323,0.632028999,0.8829816897,0.4461381169,1.6730179385,0.6877962636,0.0557672646,0.0092945441,0.901570778,0.5669671903,0.7807417046,0.0092945441,0.0464727205,0.2974254113,1.6637233944
私立,專業群(職業)科,土木與建築群,183,0,0,0,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,1,6.5573770492,0,0,0,0,0,4.3715846995,0,0.5464480874,1.0928961749,0,0,0,0,0,0,0,0,0,0.5464480874
私立,專業群(職業)科,商業與管理群,11879,18,1,99,11,2,59,158,29,226,30,13,0,53,31,85,5,16,36,142,8.5360720599,0.1515279064,0.008418217,0.8334034851,0.0926003872,0.016836434,0.4966748043,1.3300782894,0.2441282936,1.9025170469,0.2525465106,0.1094368213,0,0.4461655021,0.2609647277,0.7155484468,0.0420910851,0.1346914723,0.3030558128,1.1953868171
私立,專業群(職業)科,外語群,5183,1,0,5,4,0,3,16,3,44,2,3,0,3,12,15,1,2,14,24,2.93266448,0.0192938453,0,0.0964692263,0.0771753811,0,0.0578815358,0.3087015242,0.0578815358,0.8489291916,0.0385876905,0.0578815358,0,0.0578815358,0.2315261432,0.289407679,0.0192938453,0.0385876905,0.2701138337,0.4630522863
私立,專業群(職業)科,設計群,6564,2,3,17,1,1,16,24,5,125,19,8,1,42,24,26,10,1,84,84,7.5106642291,0.0304692261,0.0457038391,0.2589884217,0.015234613,0.015234613,0.2437538087,0.365630713,0.0761730652,1.9043266301,0.2894576478,0.1218769043,0.015234613,0.6398537477,0.365630713,0.3960999391,0.1523461304,0.015234613,1.2797074954,1.2797074954
私立,專業群(職業)科,食品群,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30.8641975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8641975309
私立,專業群(職業)科,家政群,6631,10,2,50,3,1,2,107,10,197,15,3,1,539,56,56,27,16,202,517,27.3563565073,0.1508068165,0.0301613633,0.7540340823,0.0452420449,0.0150806816,0.0301613633,1.6136329362,0.1508068165,2.9708942844,0.2262102247,0.0452420449,0.0150806816,8.1284874076,0.8445181722,0.8445181722,0.4071784045,0.2412909063,3.0462976927,7.7967124114
私立,專業群(職業)科,餐旅群,20299,76,6,264,40,4,81,295,50,2807,14,5,7,147,77,214,9,18,179,382,23.0306911671,0.3744026799,0.0295581063,1.3005566777,0.1970540421,0.0197054042,0.3990344352,1.4532735603,0.2463175526,13.8282674023,0.0689689147,0.0246317553,0.0344844574,0.7241736046,0.379329031,1.0542391251,0.0443371595,0.0886743189,0.8818168383,1.8818661018
私立,專業群(職業)科,海事群,47,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21.2765957447,0,0,0,0,0,0,0,21.2765957447,0,0,0,0,0,0,0,0,0,0,0
私立,專業群(職業)科,藝術群,2510,1,0,8,0,1,10,22,5,82,45,1,0,6,21,3,1,2,57,76,13.5856573705,0.0398406375,0,0.3187250996,0,0.0398406375,0.3984063745,0.8764940239,0.1992031873,3.2669322709,1.7928286853,0.0398406375,0,0.2390438247,0.8366533865,0.1195219124,0.0398406375,0.0796812749,2.2709163347,3.0278884462
私立,專業群(職業)科,綜合,408,3,6,14,3,0,1,21,3,44,1,0,0,19,25,0,1,2,9,90,59.3137254902,0.7352941176,1.4705882353,3.431372549,0.7352941176,0,0.2450980392,5.1470588235,0.7352941176,10.7843137255,0.2450980392,0,0,4.6568627451,6.1274509804,0,0.2450980392,0.4901960784,2.2058823529,22.0588235294
私立,綜合高中,,1990,0,0,2,1,0,0,3,4,5,0,0,0,5,0,3,0,0,2,3,1.4070351759,0,0,0.1005025126,0.0502512563,0,0,0.1507537688,0.2010050251,0.2512562814,0,0,0,0.2512562814,0,0.1507537688,0,0,0.1005025126,0.1507537688
私立,綜合高中,機械群,44,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11.3636363636,0,0,6.8181818182,0,0,0,0,0,4.5454545455,0,0,0,0,0,0,0,0,0,0
私立,綜合高中,動力機械群,109,1,0,7,1,0,0,1,2,3,0,0,0,5,2,0,1,0,1,0,22.0183486239,0.9174311927,0,6.4220183486,0.9174311927,0,0,0.9174311927,1.8348623853,2.752293578,0,0,0,4.5871559633,1.8348623853,0,0.9174311927,0,0.9174311927,0
私立,綜合高中,電機與電子群,1065,0,1,5,4,0,9,1,5,8,2,0,0,1,4,0,1,0,5,15,5.7276995305,0,0.0938967136,0.4694835681,0.3755868545,0,0.8450704225,0.0938967136,0.4694835681,0.7511737089,0.1877934272,0,0,0.0938967136,0.3755868545,0,0.0938967136,0,0.4694835681,1.4084507042
私立,綜合高中,化工群,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私立,綜合高中,商業與管理群,2173,4,0,5,0,0,1,13,0,29,3,0,0,6,6,9,0,1,7,9,4.279797515,0.1840773125,0,0.2300966406,0,0,0.0460193281,0.5982512655,0,1.3345605154,0.1380579844,0,0,0.2761159687,0.2761159687,0.4141739531,0,0.0460193281,0.3221352968,0.4141739531
私立,綜合高中,外語群,1331,0,0,1,0,0,1,5,0,11,1,1,0,0,3,2,1,0,4,3,2.479338843,0,0,0.0751314801,0,0,0.0751314801,0.3756574005,0,0.826446281,0.0751314801,0.0751314801,0,0,0.2253944403,0.1502629602,0.0751314801,0,0.3005259204,0.2253944403
私立,綜合高中,設計群,718,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0.8356545961,0,0,0,0,0,0,0,0,0.139275766,0,0,0,0,0.4178272981,0.139275766,0,0,0.139275766,0
私立,綜合高中,家政群,658,0,0,7,0,0,0,4,0,17,0,0,0,18,6,7,2,0,2,8,10.7902735562,0,0,1.0638297872,0,0,0,0.6079027356,0,2.5835866261,0,0,0,2.73556231,0.9118541033,1.0638297872,0.3039513678,0,0.3039513678,1.2158054711
私立,綜合高中,餐旅群,1562,3,0,7,0,0,6,10,9,59,0,0,0,7,8,30,0,1,9,15,10.4993597951,0.1920614597,0,0.4481434059,0,0,0.3841229193,0.6402048656,0.576184379,3.7772087068,0,0,0,0.4481434059,0.5121638924,1.9206145967,0,0.0640204866,0.576184379,0.9603072983
私立,綜合高中,藝術群,24,1,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,37.5,4.1666666667,0,0,0,0,0,0,0,8.3333333333,0,0,0,0,0,20.8333333333,0,0,0,4.1666666667
私立,綜合高中,綜合,291,0,0,2,0,0,0,2,0,9,0,0,0,0,8,3,0,0,0,3,9.2783505155,0,0,0.6872852234,0,0,0,0.6872852234,0,3.0927835052,0,0,0,0,2.7491408935,1.0309278351,0,0,0,1.0309278351
私立,實用技能學程,機械群,53,0,0,13,0,0,5,3,0,2,0,0,0,0,0,0,0,0,1,1,47.1698113208,0,0,24.5283018868,0,0,9.4339622642,5.6603773585,0,3.7735849057,0,0,0,0,0,0,0,0,1.8867924528,1.8867924528
私立,實用技能學程,動力機械群,1141,28,0,159,10,1,31,19,41,56,1,0,0,133,33,8,1,2,9,69,52.6730937774,2.4539877301,0,13.93514461,0.8764241893,0.0876424189,2.7169149869,1.6652059597,3.5933391762,4.9079754601,0.0876424189,0,0,11.6564417178,2.8921998247,0.7011393514,0.0876424189,0.1752848379,0.7887817704,6.0473269062
私立,實用技能學程,電機與電子群,567,11,0,23,5,0,3,4,2,28,9,0,0,14,2,41,0,0,2,8,26.8077601411,1.9400352734,0,4.0564373898,0.8818342152,0,0.5291005291,0.7054673721,0.3527336861,4.9382716049,1.5873015873,0,0,2.4691358025,0.3527336861,7.2310405644,0,0,0.3527336861,1.4109347443
私立,實用技能學程,商業與管理群,1133,2,0,71,5,0,21,45,14,49,15,2,1,12,13,16,2,2,21,66,31.5092674316,0.1765225066,0,6.266548985,0.4413062665,0,1.8534863195,3.9717563989,1.2356575463,4.3248014122,1.3239187996,0.1765225066,0.0882612533,1.0591350397,1.147396293,1.412180053,0.1765225066,0.1765225066,1.8534863195,5.8252427184
私立,實用技能學程,設計群,56,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,12.5,0,0,0,0,0,0,3.5714285714,0,7.1428571429,0,0,0,0,0,0,0,0,1.7857142857,0
私立,實用技能學程,食品群,286,0,0,7,0,0,4,10,2,79,0,0,0,8,0,0,0,0,0,4,39.8601398601,0,0,2.4475524476,0,0,1.3986013986,3.4965034965,0.6993006993,27.6223776224,0,0,0,2.7972027972,0,0,0,0,0,1.3986013986
私立,實用技能學程,餐旅群,3791,18,0,84,23,4,45,100,28,797,13,1,0,40,46,46,3,6,69,104,37.6417831707,0.4748087576,0,2.2157742021,0.6067000791,0.1055130572,1.187021894,2.637826431,0.7385914007,21.0234766552,0.342917436,0.0263782643,0,1.0551305724,1.2134001583,1.2134001583,0.0791347929,0.1582695859,1.8201002374,2.7433394883
私立,實用技能學程,美容造型群,1460,17,0,14,3,0,10,36,2,73,4,6,5,259,23,5,0,4,62,127,44.5205479452,1.1643835616,0,0.9589041096,0.2054794521,0,0.6849315068,2.4657534247,0.1369863014,5,0.2739726027,0.4109589041,0.3424657534,17.7397260274,1.5753424658,0.3424657534,0,0.2739726027,4.2465753425,8.698630137
私立,進修部(學校),,269,1,0,2,0,0,1,8,0,4,0,3,0,0,0,0,0,0,4,101,46.0966542751,0.3717472119,0,0.7434944238,0,0,0.3717472119,2.9739776952,0,1.4869888476,0,1.1152416357,0,0,0,0,0,0,1.4869888476,37.5464684015
私立,進修部(學校),機械群,177,0,0,58,0,0,8,5,1,3,2,0,2,4,0,0,0,0,1,17,57.0621468927,0,0,32.7683615819,0,0,4.5197740113,2.8248587571,0.5649717514,1.6949152542,1.1299435028,0,1.1299435028,2.2598870056,0,0,0,0,0.5649717514,9.604519774
私立,進修部(學校),動力機械群,760,10,5,129,9,5,44,41,81,29,13,4,0,82,25,2,0,2,19,44,71.5789473684,1.3157894737,0.6578947368,16.9736842105,1.1842105263,0.6578947368,5.7894736842,5.3947368421,10.6578947368,3.8157894737,1.7105263158,0.5263157895,0,10.7894736842,3.2894736842,0.2631578947,0,0.2631578947,2.5,5.7894736842
私立,進修部(學校),電機與電子群,1101,3,0,96,11,5,46,37,22,94,86,10,6,43,19,5,0,4,36,80,54.7683923706,0.272479564,0,8.719346049,0.9990917348,0.4541326067,4.1780199818,3.3605812897,1.9981834696,8.5376930064,7.8110808356,0.9082652134,0.5449591281,3.9055404178,1.7257039055,0.4541326067,0,0.3633060854,3.2697547684,7.2661217075
私立,進修部(學校),商業與管理群,2787,30,10,212,23,8,85,215,63,355,93,33,6,120,58,12,7,28,101,180,58.8087549336,1.0764262648,0.3588087549,7.6067456046,0.8252601363,0.2870470039,3.0498744169,7.7143882311,2.2604951561,12.7377108001,3.3369214209,1.1840688913,0.215285253,4.3057050592,2.0810907786,0.4305705059,0.2511661285,1.0046645138,3.6239684248,6.4585575888
私立,進修部(學校),外語群,436,0,2,4,1,0,3,15,4,37,11,4,0,1,4,1,1,3,23,69,41.9724770642,0,0.4587155963,0.9174311927,0.2293577982,0,0.6880733945,3.4403669725,0.9174311927,8.4862385321,2.5229357798,0.9174311927,0,0.2293577982,0.9174311927,0.2293577982,0.2293577982,0.6880733945,5.2752293578,15.8256880734
私立,進修部(學校),設計群,572,2,0,16,2,0,4,26,3,23,9,3,5,26,23,10,1,3,45,36,41.4335664336,0.3496503497,0,2.7972027972,0.3496503497,0,0.6993006993,4.5454545455,0.5244755245,4.020979021,1.5734265734,0.5244755245,0.8741258741,4.5454545455,4.020979021,1.7482517483,0.1748251748,0.5244755245,7.8671328671,6.2937062937
私立,進修部(學校),家政群,1630,9,3,25,10,0,11,63,11,215,17,6,0,199,91,2,7,7,147,255,66.1349693252,0.5521472393,0.1840490798,1.5337423313,0.6134969325,0,0.6748466258,3.8650306748,0.6748466258,13.1901840491,1.0429447853,0.3680981595,0,12.2085889571,5.5828220859,0.1226993865,0.4294478528,0.4294478528,9.018404908,15.6441717791
私立,進修部(學校),餐旅群,4665,43,6,232,28,6,87,274,61,1110,43,52,38,119,162,25,8,46,241,389,63.6655948553,0.9217577706,0.1286173633,4.973204716,0.6002143623,0.1286173633,1.8649517685,5.8735262594,1.3076098607,23.7942122186,0.9217577706,1.1146838156,0.8145766345,2.5509110397,3.4726688103,0.5359056806,0.1714898178,0.9860664523,5.166130761,8.3386923901
私立,進修部(學校),藝術群,195,0,0,3,5,0,5,15,2,27,2,1,0,10,1,3,0,2,21,11,55.3846153846,0,0,1.5384615385,2.5641025641,0,2.5641025641,7.6923076923,1.0256410256,13.8461538462,1.0256410256,0.5128205128,0,5.1282051282,0.5128205128,1.5384615385,0,1.0256410256,10.7692307692,5.641025641
